"Journey","Train ID","Lateness (mins)"
"15:28 from London Waterloo Main to Windsor  Eton Riverside (16:21)","Q07509","6"
"15:35 from London Waterloo Main to Weymouth (18:13)","Q07452","12"
"15:42 from Reading Platforms 4A4B to London Waterloo Main (17:04)","Q07773","9"
"15:45 from Portsmouth Harbour to London Waterloo Main (17:23)","Q07711","7"
"15:50 from London Waterloo Main to Reading Platforms 4A4B (17:10)","Q07308","7"
"15:52 from Salisbury to Salisbury (15:38)","Q07879",""
"15:54 from Bournemouth T.R.S.M.D to Bournemouth (16:09)","Q23448","24"
"15:56 from Salisbury to Chandlers Ford (16:55)","Q07864",""
"15:57 from London Waterloo Main to Queenstown RoadBattersea (17:08)","Q07086",""
"15:59 from Portsmouth Harbour to London Waterloo Main (18:07)","Q07730","8"
"16:03 from Weybridge B to London Waterloo Main (17:26)","Q08081","5"
"16:03 from Weymouth to London Waterloo Main (18:49)","Q08128","9"
"16:12 from Reading Platforms 4A4B to London Waterloo Main (17:34)","Q07775","7"
"16:20 from London Waterloo Main to Exeter St. Davids (19:42)","Q06941","6"
"16:34 from Dorking to London Waterloo Main (17:25)","Q06502","5"
"16:39 from London Waterloo Main to Poole (19:57)","Q23288","6"
"16:53 from Windsor  Eton Riverside to London Waterloo Main (17:49)","Q08209","7"
"16:56 from Salisbury to Chandlers Ford (17:55)","Q23326",""
"16:58 from Guildford to London Waterloo Main (18:10)","Q06670","6"
"17:04 from Dorking to London Waterloo Main (17:55)","Q06503","6"
"17:05 from London Waterloo Main to Weymouth (20:02)","Q23281","24"
"17:07 from Guildford to London Waterloo Main (18:07)","Q06705","5"
"17:07 from Romsey to Salisbury (18:15)","Q07827","8"
"17:30 from London Waterloo Main to Portsmouth Harbour (19:09)","Q07248","10"
"17:35 from London Waterloo Main to Weymouth (20:22)","Q23277","10"
"17:42 from Reading Platforms 4A4B to London Waterloo Main (19:04)","Q07779","9"
"17:50 from London Waterloo Main to Reading Platforms 4A4B (19:12)","Q07316","5"
"17:50 from Poole to London Waterloo Main (20:34)","Q24665","5"
"17:52 from London Waterloo Main to Weybridge B (19:09)","Q07434","10"
"17:56 from Salisbury to Chandlers Ford (18:55)","Q07866",""
"17:59 from Portsmouth Harbour to London Waterloo Main (20:07)","Q07732","12"
"18:03 from London Waterloo Main to Guildford (19:04)","Q07003","6"
"18:05 from London Waterloo Main to Weymouth (21:02)","Q23282","10"
"18:20 from London Waterloo Main to Reading Platforms 4A4B (19:42)","Q07317","7"
"18:22 from London Waterloo Main to Weybridge B (19:39)","Q07435","7"
"18:24 from London Waterloo Main to Dorking (19:14)","Q06919","6"
"18:24 from Portsmouth  Southsea to London Waterloo Main (20:13)","Q07665","12"
"18:35 from London Waterloo Main to Weymouth (21:15)","Q07455","11"
"18:45 from Portsmouth Harbour to London Waterloo Main (20:23)","Q07716","11"
"18:47 from Salisbury to London Waterloo Main (20:19)","Q24721","8"
"18:56 from Salisbury to Chandlers Ford (19:55)","Q07867",""
"19:03 from Weymouth to London Waterloo Main (21:49)","Q08131","21"
"19:07 from Romsey to Salisbury (20:15)","Q07829","9"
"19:08 from Bournemouth to Bournemouth T.R.S.M.D (19:24)","Q06364",""
"19:15 from Alton to London Waterloo Main (20:27)","Q06209","8"
"19:20 from Weymouth to London Waterloo Main (22:22)","Q24661","13"
"19:24 from Basingstoke to London Waterloo Main (20:36)","Q06313","5"
"19:24 from Portsmouth  Southsea to London Waterloo Main (21:21)","Q24703","5"
"19:31 from Bournemouth to Bournemouth Middle Sdg (19:33)","Q06357",""
"19:39 from Haslemere to London Waterloo Main (20:40)","Q06775","6"
"19:39 from London Waterloo Main to Guildford (20:50)","Q06973","9"
"19:45 from Portsmouth Harbour to London Waterloo Main (21:27)","Q07718","6"
"19:56 from Salisbury to Chandlers Ford (20:55)","Q07868",""
"20:03 from Weybridge B to London Waterloo Main (21:26)","Q08089","5"
"20:08 from Bournemouth to Bournemouth T.R.S.M.D (20:24)","Q06365",""
"20:23 from London Waterloo Main to Alton (21:41)","Q23243","22"
"20:42 from Brockenhurst to Lymington Pier (20:52)","Q06426","18"
"20:42 from London Waterloo Main to Shepperton (21:33)","Q07391","5"
"20:48 from London Waterloo Main to Clapham Yard Sidings (21:15)","Q06882",""
"20:52 from Bournemouth Middle Sdg to Southampton Central (21:22)","Q23373","10"
"20:53 from London Waterloo Main to Alton (22:12)","Q23244","5"
"20:54 from London Waterloo Main to Epsom (21:27)","Q06928","5"
"20:56 from Salisbury to Chandlers Ford (21:55)","Q07869",""
"20:57 from Lymington Pier to Brockenhurst (21:07)","Q07593","17"
"21:10 from Weymouth to London Waterloo Main (01:04)","Q24870","-2"
"21:12 from Brockenhurst to Lymington Pier (21:22)","Q06427","15"
"21:21 from Salisbury to Salisbury TR.S.M.D (21:34)","Q07891",""
"21:27 from Lymington Pier to Brockenhurst (21:37)","Q07594","14"
"21:48 from Brockenhurst to Lymington Pier (21:58)","Q06428","6"
"21:56 from Salisbury to Chandlers Ford (22:55)","Q07870",""
"21:56 from Salisbury to Salisbury (21:40)","Q23423",""
"22:25 from Fratton C.S.D. to Portsmouth Harbour (22:38)","Q23158","5"
"22:30 from Guildford to Aldershot (22:47)","Q06611","7"
"22:44 from Southampton Central to Portsmouth  Southsea (23:40)","Q07976","7"

"Copyright 2015 raildar.co.uk. Usage under terms of licence, visit site for more details. Data provided AS IS without warranty."
