"Journey","Train ID","Lateness (mins)"
"10:42 from Reading Platforms 4A4B to Clapham Junction W (11:53)","Q01494","8"
"10:44 from Salisbury TR.S.M.D to Fratton C.S.D. (12:25)","Q02609",""
"10:53 from Windsor  Eton Riverside to Clapham Junction W (11:48)","Q02433","6"
"10:56 from Salisbury to Chandlers Ford (11:55)","Q24279",""
"11:02 from Clapham Junction W to Weybridge B (12:07)","Q02332","7"
"11:12 from Reading Platforms 4A4B to Clapham Junction W (12:23)","Q01496","7"
"11:50 from Clapham Junction W to Clapham Junction W (11:37)","Q02635",""
"11:56 from Salisbury to Chandlers Ford (12:55)","Q02294",""
"12:09 from Clapham Junction W to Clapham Junction W (11:55)","Q02844",""
"12:14 from Clapham Junction W to Clapham Junction W (12:02)","Q02895","0"
"12:39 from Clapham Junction W to Clapham Junction W (12:25)","Q02847","4"
"12:56 from Salisbury to Chandlers Ford (13:55)","Q02295",""
"12:58 from London Waterloo Main to Clapham Yard Sidings (13:25)","Q24928",""
"13:12 from Reading Platforms 4A4B to Clapham Junction W (14:23)","Q01504","7"
"13:23 from Windsor  Eton Riverside to Clapham Junction W (14:18)","Q02443","5"
"13:27 from London Waterloo Main to Clapham Yard Sidings (13:54)","Q25086",""
"13:35 from London Waterloo Main to Weymouth (16:13)","Q01389","24"
"13:42 from Reading Platforms 4A4B to Clapham Junction W (14:53)","Q01506","8"
"13:50 from Salisbury to Chandlers Ford (14:55)","Q02296",""
"13:53 from Windsor  Eton Riverside to Clapham Junction W (14:48)","Q02445","5"
"13:58 from London Waterloo Main to Clapham Yard Sidings (14:25)","Q25087",""
"14:12 from Reading Platforms 4A4B to Clapham Junction W (15:23)","Q01508","8"
"14:39 from Clapham Junction W to Clapham Junction W (14:25)","Q02852",""
"14:44 from Clapham Junction W to Clapham Junction W (14:32)","Q02899",""
"14:50 from Clapham Junction W to Clapham Junction W (14:37)","Q02641",""
"14:56 from Salisbury to Chandlers Ford (15:55)","Q02297",""
"15:09 from Clapham Junction W to Clapham Junction W (14:55)","Q02851",""
"15:14 from Clapham Junction W to Clapham Junction W (15:01)","Q02902",""
"15:20 from London Waterloo Main to Woking (16:08)","Q01691","6"
"15:44 from Clapham Junction W to Clapham Junction W (15:32)","Q02901",""
"15:50 from Clapham Junction W to Clapham Junction W (15:37)","Q02643",""
"15:50 from London Waterloo Main to Woking (16:38)","Q01693","5"
"15:56 from Salisbury to Chandlers Ford (16:55)","Q02298",""
"16:02 from Clapham Junction W to Weybridge B (17:07)","Q02357","19"
"16:08 from Clapham Junction W to Windsor  Eton Riverside (17:03)","Q02452","19"
"16:12 from Reading Platforms 4A4B to Clapham Junction W (17:23)","Q01516","10"
"16:28 from Clapham Junction W to Reading Platforms 4A4B (17:40)","Q01513","23"
"16:32 from Clapham Junction W to Weybridge B (17:37)","Q02360","11"
"16:33 from Weybridge B to Clapham Junction W (17:43)","Q02364",""
"16:38 from Clapham Junction W to Windsor  Eton Riverside (17:33)","Q02454","12"
"16:42 from Reading Platforms 4A4B to Clapham Junction W (17:53)","Q01518","16"
"16:50 from Salisbury to Salisbury TR.S.M.D (17:05)","Q02717",""
"16:53 from Windsor  Eton Riverside to Clapham Junction W (17:48)","Q02457","9"
"16:56 from Salisbury to Chandlers Ford (17:55)","Q02299",""
"16:58 from Clapham Junction W to Reading Platforms 4A4B (18:10)","Q01515","18"
"17:03 from Weybridge B to Clapham Junction W (18:13)","Q02366","8"
"17:08 from Clapham Junction W to Windsor  Eton Riverside (18:03)","Q02456","12"
"17:12 from Reading Platforms 4A4B to Clapham Junction W (18:23)","Q01520","13"
"17:14 from Clapham Junction W to Clapham Junction W (17:02)","Q02906",""
"17:23 from Windsor  Eton Riverside to Clapham Junction W (18:18)","Q02459","10"
"17:28 from Clapham Junction W to Reading Platforms 4A4B (18:40)","Q01517","11"
"17:35 from London Waterloo Main to Weymouth (20:13)","Q01396","8"
"17:42 from Reading Platforms 4A4B to Clapham Junction W (18:53)","Q01522","5"
"17:50 from Clapham Junction W to Clapham Junction W (17:37)","Q02647",""
"17:53 from Windsor  Eton Riverside to Clapham Junction W (18:48)","Q02461","5"
"17:56 from Salisbury to Chandlers Ford (18:55)","Q02300",""
"18:02 from Clapham Junction W to Weybridge B (19:07)","Q02367","9"
"18:07 from Romsey to Salisbury (19:24)","Q02368","8"
"18:08 from Clapham Junction W to Windsor  Eton Riverside (19:03)","Q02460","13"
"18:09 from Clapham Junction W to Clapham Junction W (17:55)","Q02857",""
"18:12 from Reading Platforms 4A4B to Clapham Junction W (19:23)","Q01524","10"
"18:13 from Clapham Junction W to London Waterloo Main (19:19)","Q02202","8"
"18:14 from Clapham Junction W to Clapham Junction W (18:02)","Q02908",""
"18:20 from Clapham Junction W to Clapham Junction W (18:07)","Q02648",""
"18:23 from London Waterloo Main to Alton (19:39)","Q01049","5"
"18:23 from Windsor  Eton Riverside to Clapham Junction W (19:18)","Q02463","6"
"18:27 from Clapham Junction W to Clapham Junction W (18:13)","Q02580",""
"18:28 from Clapham Junction W to Reading Platforms 4A4B (19:40)","Q01521","11"
"18:35 from London Waterloo Main to Weymouth (21:13)","Q01397","6"
"18:39 from Clapham Junction W to Clapham Junction W (18:25)","Q02860",""
"18:42 from Reading Platforms 4A4B to Clapham Junction W (19:53)","Q01526","7"
"18:44 from Clapham Junction W to Clapham Junction W (18:32)","Q02907",""
"18:50 from Clapham Junction W to Clapham Junction W (18:37)","Q02649",""
"18:50 from London Waterloo Main to Woking (19:38)","Q01705","6"
"18:53 from Windsor  Eton Riverside to Clapham Junction W (19:48)","Q02465","5"
"18:56 from Salisbury to Chandlers Ford (19:55)","Q02302",""
"18:57 from Clapham Junction W to Clapham Junction W (18:44)","Q02581",""
"19:09 from Clapham Junction W to Clapham Junction W (18:55)","Q02859",""
"19:12 from Reading Platforms 4A4B to Clapham Junction W (20:23)","Q01528","18"
"19:14 from Clapham Junction W to Clapham Junction W (19:02)","Q02910",""
"19:20 from Clapham Junction W to Clapham Junction W (19:07)","Q02650",""
"19:27 from Clapham Junction W to Clapham Junction W (19:14)","Q02582",""
"19:39 from Clapham Junction W to Clapham Junction W (19:25)","Q02862",""
"19:39 from London Waterloo Main to Southampton Central (21:12)","Q25004","6"
"19:42 from Reading Platforms 4A4B to Clapham Junction W (20:53)","Q01530","8"
"19:44 from Clapham Junction W to Clapham Junction W (19:32)","Q02909",""
"19:50 from Clapham Junction W to Clapham Junction W (19:37)","Q02651",""
"19:53 from Windsor  Eton Riverside to Clapham Junction W (20:48)","Q02469","7"
"19:56 from Salisbury to Chandlers Ford (20:55)","Q02304",""
"19:57 from Clapham Junction W to Clapham Junction W (19:43)","Q02583",""
"20:02 from Clapham Junction W to Weybridge B (21:07)","Q02377","6"
"20:09 from Clapham Junction W to Clapham Junction W (19:55)","Q02861",""
"20:14 from Clapham Junction W to Clapham Junction W (20:02)","Q02912",""
"20:20 from Clapham Junction W to Clapham Junction W (20:07)","Q02652",""
"20:24 from Portsmouth  Southsea to London Waterloo Main (22:18)","Q25056","11"
"20:32 from Clapham Junction W to Weybridge B (21:37)","Q02380","8"
"20:38 from Clapham Junction W to Windsor  Eton Riverside (21:33)","Q02470","6"
"20:38 from Portsmouth  Southsea to Southampton Central (21:38)","Q01646","15"
"20:42 from London Waterloo Main to Portsmouth Harbour (23:18)","Q25065","6"
"20:44 from Clapham Junction W to Clapham Junction W (20:32)","Q02911",""
"20:50 from Clapham Junction W to Clapham Junction W (20:37)","Q02653",""
"20:56 from Salisbury to Chandlers Ford (21:55)","Q02305",""
"20:57 from Clapham Junction W to Clapham Junction W (20:43)","Q02585",""
"20:57 from Eastleigh Works - Alstom to Eastleigh Works - Alstom (02:26)","W33032","-12"
"20:58 from Clapham Junction W to Reading Platforms 4A4B (22:10)","Q01531","8"
"21:14 from Clapham Junction W to Clapham Junction W (21:02)","Q02914",""
"21:20 from Clapham Junction W to Clapham Junction W (21:07)","Q02654",""
"21:44 from Southampton Central to Portsmouth Harbour (22:47)","Q01652","8"
"21:56 from Salisbury to Chandlers Ford (22:55)","Q02306",""
"22:12 from Reading Platforms 4A4B to Clapham Junction W (23:23)","Q01540","5"
"23:44 from Clapham Junction W to Clapham Junction W (23:32)","Q02917",""

"Copyright 2015 raildar.co.uk. Usage under terms of licence, visit site for more details. Data provided AS IS without warranty."
